;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Behnke;BBBB;Martin;CCCC;1954;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behrens;BBBB;Hans-Peter;CCCC;1961;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behrens;BBBB;Heidemarie Elisabeth;CCCC;1954;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behrens;BBBB;Herbert;CCCC;1954;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behrens;BBBB;Manfred;CCCC;1956;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Behrens;BBBB;Matthias;CCCC;1972;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beier;BBBB;Andreas;CCCC;1971;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beier;BBBB;Guido;CCCC;1967;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beier;BBBB;Klaus;CCCC;1966;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beier;BBBB;Mirko;CCCC;1975;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bellmann;BBBB;Veronika Maria;CCCC;1960;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Belzner;BBBB;Michael;CCCC;1948;DDDD;0;EEEE;REP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bender;BBBB;Birgitt;CCCC;1956;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bender;BBBB;Mario;CCCC;1966;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bendigkeit;BBBB;Anneliese;CCCC;1943;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Benedetto Di;BBBB;Edgar;CCCC;1958;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Benneter;BBBB;Klaus Uwe;CCCC;1947;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bensmann;BBBB;Felix;CCCC;1985;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bentz;BBBB;Konrad;CCCC;1920;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Benz;BBBB;Josef;CCCC;1953;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Benz;BBBB;Karl Hans August;CCCC;1938;DDDD;0;EEEE;RRP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Benz;BBBB;Markus;CCCC;1955;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berberich;BBBB;Patrick;CCCC;1979;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berbig;BBBB;Miro;CCCC;1964;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berg;BBBB;Axel;CCCC;1959;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berg;BBBB;Ute;CCCC;1953;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bergen;BBBB;Lars;CCCC;1975;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berger;BBBB;Cornelia;CCCC;1956;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berger;BBBB;Frank;CCCC;1976;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berger;BBBB;Milan;CCCC;1978;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berger;BBBB;Wolfgang Georg Justus;CCCC;1941;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bergler;BBBB;Volker;CCCC;1968;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bergmoser;BBBB;Jutta;CCCC;1961;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bergner;BBBB;Christoph;CCCC;1948;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berisha;BBBB;Christian;CCCC;1967;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berlinghof;BBBB;Jutta;CCCC;1961;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernd;BBBB;Christopher;CCCC;1986;DDDD;0;EEEE;PBC;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berndt;BBBB;Wolfgang Herbert Josef;CCCC;1949;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernhard;BBBB;Marc;CCCC;1972;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernmeiser;BBBB;Martin;CCCC;1952;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Berns;BBBB;Wolfgang;CCCC;1948;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernschneider;BBBB;Florian;CCCC;1986;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernsen;BBBB;Jürgen Heinrich;CCCC;1963;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bernstein;BBBB;Patrick;CCCC;1973;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bertram;BBBB;Ute;CCCC;1961;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Besemann;BBBB;Karl-Heinz;CCCC;1950;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bestehorn;BBBB;Harald;CCCC;1962;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bestgen;BBBB;Markus;CCCC;1964;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bethge;BBBB;Horst;CCCC;1935;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bethke;BBBB;Cornelia;CCCC;1966;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beutin;BBBB;Lorenz Gösta;CCCC;1978;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beyer;BBBB;Christian;CCCC;1974;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beyer;BBBB;Lars;CCCC;1969;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beyer;BBBB;Peter;CCCC;1970;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Beyer;BBBB;Stephan;CCCC;1985;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bieder;BBBB;Bettina;CCCC;1980;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bieler;BBBB;Christian;CCCC;1985;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Biener;BBBB;KLaus;CCCC;1959;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Biereichelt;BBBB;Xenia;CCCC;1989;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Biesenbach;BBBB;Arnhild;CCCC;1955;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Biester;BBBB;Hans-Dieter;CCCC;1945;DDDD;0;EEEE;RENTNER;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bihler;BBBB;Michael;CCCC;1979;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bilger;BBBB;Steffen;CCCC;1979;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Biller;BBBB;Rainer;CCCC;1965;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Binder;BBBB;Karin;CCCC;1957;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Binder;BBBB;Martin;CCCC;1980;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Binder;BBBB;Sascha;CCCC;1983;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Binding;BBBB;Lothar;CCCC;1950;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bing;BBBB;Peter;CCCC;1951;DDDD;0;EEEE;RENTNER;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Binninger;BBBB;Clemens;CCCC;1962;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Birk;BBBB;Katharina;CCCC;1967;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Birkwald;BBBB;Matthias W.;CCCC;1961;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bischof;BBBB;Florian;CCCC;1977;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bischoff;BBBB;Joachim;CCCC;1944;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bitsch;BBBB;Peter;CCCC;1950;DDDD;0;EEEE;REP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bittel;BBBB;Günther Wolfgang;CCCC;1953;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bläsche;BBBB;Thomas;CCCC;1978;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bläsing;BBBB;Robert;CCCC;1982;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blöcker;BBBB;Helmut;CCCC;1945;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blank;BBBB;Kurt Jürgen;CCCC;1970;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blankenheim;BBBB;Bernhard;CCCC;1951;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blech;BBBB;Bernd;CCCC;1961;DDDD;0;EEEE;REP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blechschmidt;BBBB;Thomas;CCCC;1965;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blender;BBBB;Wolfgang;CCCC;1955;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bleser;BBBB;Peter;CCCC;1952;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bliemel;BBBB;Stephan;CCCC;1978;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bliss;BBBB;Frank;CCCC;1956;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blitz;BBBB;Detlev;CCCC;1958;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blocks;BBBB;Günter;CCCC;1958;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blohm;BBBB;Marion Else;CCCC;1953;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blome;BBBB;Frank;CCCC;1973;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blotenberg;BBBB;Barbara;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bluhm;BBBB;Heidrun;CCCC;1958;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blum;BBBB;Claudia;CCCC;1968;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blume;BBBB;Klaus;CCCC;1944;DDDD;0;EEEE;RRP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blumenthal;BBBB;Sebastian;CCCC;1974;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blumentritt;BBBB;Volker;CCCC;1946;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Blumer;BBBB;Jürgen;CCCC;1958;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bockhahn;BBBB;Steffen;CCCC;1978;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Boes;BBBB;Ralph;CCCC;1957;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bok;BBBB;Karl-Heinz;CCCC;1951;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bollmann;BBBB;Gerd;CCCC;1947;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bonde;BBBB;Alexander;CCCC;1975;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Borde;BBBB;Keno;CCCC;1982;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Borgwardt;BBBB;Klaus-Peter;CCCC;1953;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Borgwardt;BBBB;Sonja Angela;CCCC;1951;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Born;BBBB;Helmut;CCCC;1952;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Born;BBBB;Markus;CCCC;1982;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Born;BBBB;Thomas;CCCC;1983;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Borrmann;BBBB;Raimund Frank;CCCC;1960;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bortlisz-Dickhoff;BBBB;Johannes Martin Maria;CCCC;1957;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bosbach;BBBB;Wolfgang;CCCC;1952;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bosold;BBBB;Hans-Joachim;CCCC;1952;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bosse von;BBBB;Arnold Klaus Siegmund Georg;CCCC;1947;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bothe;BBBB;Karin;CCCC;1965;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bothe;BBBB;Martin;CCCC;1968;DDDD;0;EEEE;Tierschutz;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bousonville;BBBB;Reiner;CCCC;1961;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Boxler;BBBB;Stefan Alois;CCCC;1964;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brähmig;BBBB;Klaus Peter;CCCC;1957;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bräuer;BBBB;Rolf;CCCC;1955;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bräutigam;BBBB;Lutz;CCCC;1968;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brömsen;BBBB;Edith;CCCC;1959;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brückner;BBBB;Andreas;CCCC;1968;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brüderle;BBBB;Rainer;CCCC;1945;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brüggemann;BBBB;Norbert;CCCC;1975;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brüggemann;BBBB;Regine;CCCC;1956;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brügmann;BBBB;Klaus-Dieter;CCCC;1951;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brüning;BBBB;Monika Minna Marie;CCCC;1951;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brüsemeister;BBBB;Peter Klaus;CCCC;1966;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bracht-Bendt;BBBB;Nicole;CCCC;1959;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brackmann;BBBB;Norbert;CCCC;1954;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brand;BBBB;Matthias Walter Heinrich;CCCC;1961;DDDD;0;EEEE;FAMILIE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brand;BBBB;Michael;CCCC;1973;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandhoff;BBBB;Sascha;CCCC;1982;DDDD;0;EEEE;PIRATEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandl;BBBB;Bernd;CCCC;1972;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandl;BBBB;Reinhard;CCCC;1977;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandner;BBBB;Klaus;CCCC;1949;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandt;BBBB;Achim;CCCC;1965;DDDD;0;EEEE;Volksabstimmung;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandt;BBBB;Fridolin;CCCC;1945;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandt;BBBB;Helmut;CCCC;1950;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brandt;BBBB;Holger Ernst;CCCC;1989;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Branghofer;BBBB;Gerald;CCCC;1983;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Branghofer;BBBB;Max Erich;CCCC;1945;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brase;BBBB;Willi;CCCC;1951;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brauer;BBBB;Stephen;CCCC;1970;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brauksiepe;BBBB;Ralf;CCCC;1967;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Braun;BBBB;Bernhard;CCCC;1958;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Braun;BBBB;Helge Reinhold;CCCC;1972;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Braun;BBBB;Petra;CCCC;1957;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Braun;BBBB;Volker;CCCC;1970;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brauner;BBBB;Manfred;CCCC;1960;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bredow;BBBB;von Harald-Ingo;CCCC;1949;DDDD;0;EEEE;BP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brehme;BBBB;Ulrich Johannes;CCCC;1966;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brehmer;BBBB;Heike;CCCC;1962;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breidbach;BBBB;Manfred Helmut;CCCC;1968;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breidenbach;BBBB;Rolf;CCCC;1955;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breil;BBBB;Klaus;CCCC;1945;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breitenbach;BBBB;Elke;CCCC;1961;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breitenfellner;BBBB;Thomas Achim;CCCC;1982;DDDD;0;EEEE;CSU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breitmeier;BBBB;Adolf Wilhelm;CCCC;1937;DDDD;0;EEEE;ADM;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brem;BBBB;Hermann;CCCC;1961;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bremer;BBBB;Klaus;CCCC;1952;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brenner;BBBB;Gerd;CCCC;1949;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brenning;BBBB;Ernst;CCCC;1952;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bresch;BBBB;Harald;CCCC;1962;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bresonik;BBBB;Frank;CCCC;1969;DDDD;0;EEEE;FAMILIE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Breyer;BBBB;Eveline;CCCC;1982;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brie;BBBB;Andreas;CCCC;1950;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brinkhaus;BBBB;Ralph;CCCC;1968;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brinkmann;BBBB;Bernhard;CCCC;1952;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brocke von;BBBB;Rüdiger;CCCC;1957;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brodnicki;BBBB;Benjamin;CCCC;1986;DDDD;0;EEEE;DVU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brodtrück;BBBB;Bernd;CCCC;1970;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brose;BBBB;Dieter Manfred;CCCC;1943;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Broziat;BBBB;Martin;CCCC;1962;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bruhn;BBBB;Wolfgang;CCCC;1961;DDDD;0;EEEE;NPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brumann;BBBB;Peter Josef;CCCC;1942;DDDD;0;EEEE;FAMILIE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brummer;BBBB;Doris;CCCC;1960;DDDD;0;EEEE;CDU;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunke-Reubold;BBBB;Sabine;CCCC;1969;DDDD;0;EEEE;GRÜNE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunkhorst;BBBB;Angelika;CCCC;1955;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunner;BBBB;Josef;CCCC;1950;DDDD;0;EEEE;Freie Union;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunner;BBBB;Karl Heinz;CCCC;1953;DDDD;0;EEEE;SPD;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bruns;BBBB;Eckhard Karl Alfred;CCCC;1944;DDDD;0;EEEE;RRP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bruns;BBBB;Michael;CCCC;1973;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunschweiger;BBBB;Jörg;CCCC;1979;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Brunschweiger;BBBB;Rosi;CCCC;1951;DDDD;0;EEEE;VIOLETTEN;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bußmann;BBBB;Windfried;CCCC;1951;DDDD;0;EEEE;RENTNER;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bubendorfer;BBBB;Raffaela;CCCC;1988;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Bucher;BBBB;Klaus;CCCC;1968;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchholz;BBBB;Christine;CCCC;1971;DDDD;0;EEEE;DIE LINKE;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchholz;BBBB;Conrad;CCCC;1982;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchholz;BBBB;Doris;CCCC;1959;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchmann;BBBB;Daniel;CCCC;1981;DDDD;0;EEEE;BüSo;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchmann;BBBB;Sven;CCCC;1979;DDDD;0;EEEE;OHNE PARTEI;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchner;BBBB;Klaus;CCCC;1941;DDDD;0;EEEE;ödp;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchs;BBBB;Enrico;CCCC;1976;DDDD;0;EEEE;FDP;FF22;;;;;;;;;;;2013;FINEFINE
AAAA;Buchta;BBBB;Bettina Dorothee;CCCC;1960;DDDD;0;EEEE;MLPD;FF22;;;;;;;;;;;2013;FINEFINE
