;// Name;; Vorname;;Geburtsjahr;;Platz;;Partei;;;;Land;;;;;;Wkr;;;
AAAA;Bastian;BBBB;Dr. Uwe;CCCC;1957;DDDD;13;EEEE;GRÜNE;FFFF;2005;ZZZZ;MV;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Bastian;BBBB;Endrik;CCCC;1964;DDDD;1;EEEE;PSG;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;PSG;II11;;;2005;FINEFINE
AAAA;Bastian;BBBB;Renate;CCCC;1944;DDDD;5;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Bastian;BBBB;Swen;CCCC;1979;DDDD;37;EEEE;SPD;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bath;BBBB;Cornelia;CCCC;1958;DDDD;7;EEEE;DIE LINKE;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Battke;BBBB;Lutz;CCCC;1958;DDDD;9;EEEE;NPD;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;NPD;II11;;;2005;FINEFINE
AAAA;Bauch;BBBB;Annegret;CCCC;1958;DDDD;48;EEEE;CDU;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Bauer;BBBB;Christoph;CCCC;1967;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;289;JJJJ;2005;FINEFINE
AAAA;Bauer;BBBB;Dr. Franco;CCCC;1962;DDDD;10;EEEE;FDP;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;FDP;IIII;193;JJJJ;2005;FINEFINE
AAAA;Bauer;BBBB;Dr. Wolf;CCCC;1939;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;93;JJJJ;2005;FINEFINE
AAAA;Bauer;BBBB;Emil Karl Eckehard;CCCC;1953;DDDD;10;EEEE;MLPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Bauer;BBBB;Ursula;CCCC;1948;DDDD;44;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;II11;;;2005;FINEFINE
AAAA;Bauermeister;BBBB;Lutz;CCCC;1944;DDDD;9;EEEE;FDP;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;FDP;IIII;27;JJJJ;2005;FINEFINE
AAAA;Bauers;BBBB;Martin;CCCC;1973;DDDD;5;EEEE;ZENTRUM;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;ZENTRUM;II11;;;2005;FINEFINE
AAAA;Baumann;BBBB;Günter Helmut;CCCC;1949;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;166;JJJJ;2005;FINEFINE
AAAA;Baumann;BBBB;Lohela;CCCC;1986;DDDD;15;EEEE;GRAUE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Baumann;BBBB;Werner;CCCC;1958;DDDD;39;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Baumann;BBBB;Wilfried;CCCC;1949;DDDD;14;EEEE;GRAUE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Baumann-Haßke;BBBB;Harald Egbert;CCCC;1957;DDDD;12;EEEE;SPD;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;SPD;IIII;158;JJJJ;2005;FINEFINE
AAAA;Baumgärtner;BBBB;Dr. Albert;CCCC;1955;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;272;JJJJ;2005;FINEFINE
AAAA;Baumgartner;BBBB;Roman;CCCC;1982;DDDD;30;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Baur;BBBB;Rudolf;CCCC;1951;DDDD;10;EEEE;REP;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Bayerlein;BBBB;Christian;CCCC;1975;DDDD;6;EEEE;GRÜNE;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Bebber van;BBBB;Ulrich Heinrich;CCCC;1961;DDDD;7;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;IIII;200;JJJJ;2005;FINEFINE
AAAA;Bechstein;BBBB;Dr. Thilo Gunter;CCCC;1943;DDDD;2;EEEE;AGFG;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;AGFG;II11;;;2005;FINEFINE
AAAA;Beck;BBBB;Bernd;CCCC;1972;DDDD;9;EEEE;NPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;NPD;IIII;294;JJJJ;2005;FINEFINE
AAAA;Beck;BBBB;Ernst-Reinhard;CCCC;1945;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;290;JJJJ;2005;FINEFINE
AAAA;Beck;BBBB;Manuela;CCCC;1973;DDDD;37;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Beck;BBBB;Marieluise;CCCC;1952;DDDD;1;EEEE;GRÜNE;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;GRÜNE;IIII;54;JJJJ;2005;FINEFINE
AAAA;Beck;BBBB;Volker;CCCC;1960;DDDD;4;EEEE;GRÜNE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRÜNE;IIII;95;JJJJ;2005;FINEFINE
AAAA;Beck;BBBB;Walter;CCCC;1948;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;194;JJJJ;2005;FINEFINE
AAAA;Beck von der;BBBB;Sabine;CCCC;1963;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;123;JJJJ;2005;FINEFINE
AAAA;Becker;BBBB;Bernd;CCCC;1958;DDDD;16;EEEE;SPD;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Dirk;CCCC;1966;DDDD;27;EEEE;SPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;SPD;IIII;136;JJJJ;2005;FINEFINE
AAAA;Becker;BBBB;Felix;CCCC;1949;DDDD;31;EEEE;FDP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;FDP;IIII;90;JJJJ;2005;FINEFINE
AAAA;Becker;BBBB;Gertrud;CCCC;1937;DDDD;9;EEEE;ZENTRUM;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;ZENTRUM;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Ludger;CCCC;1968;DDDD;9;EEEE;REP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Martin;CCCC;1960;DDDD;11;EEEE;SPD;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Otto;CCCC;1940;DDDD;3;EEEE;NPD;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;NPD;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Philipp;CCCC;1954;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;58;JJJJ;2005;FINEFINE
AAAA;Becker;BBBB;Thomas;CCCC;1965;DDDD;50;EEEE;CDU;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Becker;BBBB;Uwe;CCCC;1954;DDDD;0;EEEE;Die PARTEI;FF11;;;;;;;;IIII;103;JJJJ;2005;FINEFINE
AAAA;Beckmann-Dierkes;BBBB;Norbert;CCCC;1964;DDDD;8;EEEE;CDU;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;CDU;IIII;67;JJJJ;2005;FINEFINE
AAAA;Beckmeyer;BBBB;Uwe Karl;CCCC;1949;DDDD;3;EEEE;SPD;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;SPD;IIII;55;JJJJ;2005;FINEFINE
AAAA;Beckstein;BBBB;Dr. Günther;CCCC;1943;DDDD;4;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;II11;;;2005;FINEFINE
AAAA;Beekhuis;BBBB;Jochen Heiner;CCCC;1977;DDDD;59;EEEE;SPD;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Behm;BBBB;Cornelia;CCCC;1951;DDDD;1;EEEE;GRÜNE;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;GRÜNE;IIII;64;JJJJ;2005;FINEFINE
AAAA;Behn;BBBB;Karl Werner;CCCC;1948;DDDD;8;EEEE;FDP;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;FDP;IIII;30;JJJJ;2005;FINEFINE
AAAA;Behrendt;BBBB;Barbara;CCCC;1943;DDDD;11;EEEE;REP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Behrmann;BBBB;Armin;CCCC;1935;DDDD;11;EEEE;GRAUE;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Beier;BBBB;Andreas;CCCC;1971;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;292;JJJJ;2005;FINEFINE
AAAA;Beier;BBBB;Klaus;CCCC;1966;DDDD;2;EEEE;NPD;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;NPD;IIII;63;JJJJ;2005;FINEFINE
AAAA;Beimes;BBBB;Petra;CCCC;1972;DDDD;19;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Beinkämpen;BBBB;Günter;CCCC;1946;DDDD;5;EEEE;GRAUE;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Bell;BBBB;Arvid;CCCC;1984;DDDD;16;EEEE;GRÜNE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRÜNE;IIII;93;JJJJ;2005;FINEFINE
AAAA;Bellmann;BBBB;Peggy Franziska;CCCC;1985;DDDD;7;EEEE;FDP;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;FDP;IIII;160;JJJJ;2005;FINEFINE
AAAA;Bellmann;BBBB;Veronika Maria;CCCC;1960;DDDD;6;EEEE;CDU;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;CDU;IIII;162;JJJJ;2005;FINEFINE
AAAA;Belzner;BBBB;Michael;CCCC;1948;DDDD;5;EEEE;REP;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Bender;BBBB;Annemarie;CCCC;1945;DDDD;75;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Bender;BBBB;Birgitt;CCCC;1956;DDDD;7;EEEE;GRÜNE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;GRÜNE;IIII;260;JJJJ;2005;FINEFINE
AAAA;Bender;BBBB;Erwin;CCCC;1943;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;185;JJJJ;2005;FINEFINE
AAAA;Bender;BBBB;Marie;CCCC;1985;DDDD;9;EEEE;FDP;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Bender;BBBB;Nina;CCCC;1979;DDDD;16;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Bendl;BBBB;Roswitha Annemarie;CCCC;1945;DDDD;2;EEEE;FAMILIE;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FAMILIE;II11;;;2005;FINEFINE
AAAA;Benecke;BBBB;Mascha;CCCC;1976;DDDD;10;EEEE;SPD;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Benesch;BBBB;Harald;CCCC;1928;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;274;JJJJ;2005;FINEFINE
AAAA;Beneyto Arago;BBBB;Manuela;CCCC;1985;DDDD;4;EEEE;MLPD;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Benneter;BBBB;Klaus Uwe;CCCC;1947;DDDD;3;EEEE;SPD;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;SPD;IIII;80;JJJJ;2005;FINEFINE
AAAA;Benninghoven;BBBB;Heinz;CCCC;1955;DDDD;34;EEEE;FDP;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;FDP;IIII;224;JJJJ;2005;FINEFINE
AAAA;Bensch;BBBB;Rainer Holger;CCCC;1964;DDDD;6;EEEE;CDU;FFFF;2005;ZZZZ;HB;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Bentz;BBBB;Konrad;CCCC;1920;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;171;JJJJ;2005;FINEFINE
AAAA;Ber;BBBB;Dieter;CCCC;1941;DDDD;38;EEEE;FDP;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;FDP;IIII;98;JJJJ;2005;FINEFINE
AAAA;Berg;BBBB;Dr. Axel;CCCC;1959;DDDD;17;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;IIII;219;JJJJ;2005;FINEFINE
AAAA;Berg;BBBB;Ronny;CCCC;1979;DDDD;5;EEEE;Die PARTEI;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;Die PARTEI;II11;;;2005;FINEFINE
AAAA;Berg;BBBB;Ute;CCCC;1953;DDDD;17;EEEE;SPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;SPD;IIII;138;JJJJ;2005;FINEFINE
AAAA;Berger;BBBB;Ulrike;CCCC;1979;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;16;JJJJ;2005;FINEFINE
AAAA;Bergner;BBBB;Dr. Christoph;CCCC;1948;DDDD;1;EEEE;CDU;FFFF;2005;ZZZZ;ST;GGGG;2005;HHHH;CDU;IIII;73;JJJJ;2005;FINEFINE
AAAA;Berlich;BBBB;Manuela;CCCC;1975;DDDD;0;EEEE;FAMILIE;FF11;;;;;;;;IIII;61;JJJJ;2005;FINEFINE
AAAA;Berlingen;BBBB;Ralf Markus;CCCC;1967;DDDD;26;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Bernard;BBBB;Horst;CCCC;1932;DDDD;4;EEEE;DIE LINKE;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Bernard;BBBB;Raja;CCCC;1958;DDDD;11;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Berndt;BBBB;Wolfgang;CCCC;1949;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;233;JJJJ;2005;FINEFINE
AAAA;Berneking;BBBB;Arne;CCCC;1984;DDDD;6;EEEE;BüSo;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Bernhardt;BBBB;Andreas Christian;CCCC;1984;DDDD;20;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Bernhardt;BBBB;Otto;CCCC;1942;DDDD;4;EEEE;CDU;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;CDU;IIII;4;JJJJ;2005;FINEFINE
AAAA;Bernhart;BBBB;Andreas;CCCC;1978;DDDD;66;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Bernhauer;BBBB;Mischa;CCCC;1984;DDDD;6;EEEE;APPD;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;APPD;II11;;;2005;FINEFINE
AAAA;Berninger;BBBB;Matthias;CCCC;1971;DDDD;4;EEEE;GRÜNE;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;GRÜNE;IIII;170;JJJJ;2005;FINEFINE
AAAA;Bernlöhr;BBBB;Günther;CCCC;1941;DDDD;10;EEEE;REP;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;REP;II11;;;2005;FINEFINE
AAAA;Berns;BBBB;Wolfgang;CCCC;1948;DDDD;29;EEEE;FDP;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Bernstein;BBBB;Hans-Gerd;CCCC;1951;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;111;JJJJ;2005;FINEFINE
AAAA;Bernt;BBBB;Helmut;CCCC;1957;DDDD;6;EEEE;GRAUE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;GRAUE;II11;;;2005;FINEFINE
AAAA;Berrang;BBBB;Thomas;CCCC;1955;DDDD;13;EEEE;SPD;FFFF;2005;ZZZZ;SL;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bertermann;BBBB;Jörg;CCCC;1959;DDDD;39;EEEE;SPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bertram;BBBB;Achim Oliver;CCCC;1971;DDDD;18;EEEE;FDP;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Besemann;BBBB;Karl-Heinz;CCCC;1950;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;25;JJJJ;2005;FINEFINE
AAAA;Bethge;BBBB;Horst;CCCC;1935;DDDD;0;EEEE;DIE LINKE;FF11;;;;;;;;IIII;24;JJJJ;2005;FINEFINE
AAAA;Bettin;BBBB;Grietje;CCCC;1975;DDDD;1;EEEE;GRÜNE;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;GRÜNE;IIII;1;JJJJ;2005;FINEFINE
AAAA;Beuß;BBBB;Wolfgang;CCCC;1954;DDDD;5;EEEE;CDU;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;CDU;IIII;21;JJJJ;2005;FINEFINE
AAAA;Beuermann;BBBB;Bärbel;CCCC;1955;DDDD;9;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Beul;BBBB;Uwe Peter;CCCC;1961;DDDD;29;EEEE;SPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;SPD;IIII;150;JJJJ;2005;FINEFINE
AAAA;Beutin;BBBB;Heidi Herma Elise;CCCC;1945;DDDD;2;EEEE;DIE LINKE;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Beyer;BBBB;Andre;CCCC;1967;DDDD;6;EEEE;Die PARTEI;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;Die PARTEI;II11;;;2005;FINEFINE
AAAA;Beyer;BBBB;Cathrin;CCCC;1971;DDDD;8;EEEE;GRÜNE;FFFF;2005;ZZZZ;MV;GGGG;2005;HHHH;GRÜNE;II11;;;2005;FINEFINE
AAAA;Beyer;BBBB;Christian;CCCC;1974;DDDD;35;EEEE;SPD;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;SPD;IIII;233;JJJJ;2005;FINEFINE
AAAA;Beyer;BBBB;Lars;CCCC;1969;DDDD;5;EEEE;NPD;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;NPD;IIII;59;JJJJ;2005;FINEFINE
AAAA;Biege;BBBB;Dr. Lothar;CCCC;1958;DDDD;23;EEEE;FDP;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;FDP;IIII;40;JJJJ;2005;FINEFINE
AAAA;Bier;BBBB;Manfred;CCCC;1950;DDDD;54;EEEE;SPD;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bierwirth;BBBB;Petra;CCCC;1960;DDDD;2;EEEE;SPD;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;SPD;IIII;59;JJJJ;2005;FINEFINE
AAAA;Bietmann;BBBB;Prof. Dr. Rolf;CCCC;1954;DDDD;49;EEEE;CDU;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;CDU;IIII;95;JJJJ;2005;FINEFINE
AAAA;Bigus;BBBB;Joachim;CCCC;1958;DDDD;6;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;IIII;38;JJJJ;2005;FINEFINE
AAAA;Binder;BBBB;Karin;CCCC;1957;DDDD;3;EEEE;DIE LINKE;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;DIE LINKE;IIII;272;JJJJ;2005;FINEFINE
AAAA;Binder;BBBB;Martin;CCCC;1980;DDDD;16;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Binding;BBBB;Lothar;CCCC;1950;DDDD;21;EEEE;SPD;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;SPD;IIII;275;JJJJ;2005;FINEFINE
AAAA;Binninger;BBBB;Clemens;CCCC;1962;DDDD;0;EEEE;CDU;FF11;;;;;;;;IIII;261;JJJJ;2005;FINEFINE
AAAA;Birk;BBBB;Angelika;CCCC;1955;DDDD;7;EEEE;GRÜNE;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;GRÜNE;IIII;11;JJJJ;2005;FINEFINE
AAAA;Birke;BBBB;Holger;CCCC;1964;DDDD;8;EEEE;BüSo;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;BüSo;II11;;;2005;FINEFINE
AAAA;Birkwald;BBBB;Matthias W.;CCCC;1961;DDDD;12;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;DIE LINKE;IIII;95;JJJJ;2005;FINEFINE
AAAA;Bisky;BBBB;Prof. Lothar;CCCC;1941;DDDD;1;EEEE;DIE LINKE;FFFF;2005;ZZZZ;BB;GGGG;2005;HHHH;DIE LINKE;IIII;63;JJJJ;2005;FINEFINE
AAAA;Bismarck Graf von;BBBB;Carl-Eduard;CCCC;1961;DDDD;7;EEEE;CDU;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;CDU;IIII;10;JJJJ;2005;FINEFINE
AAAA;Bittel;BBBB;Günther Wolfgang;CCCC;1953;DDDD;21;EEEE;MLPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;MLPD;II11;;;2005;FINEFINE
AAAA;Bittner;BBBB;Ralf;CCCC;1966;DDDD;63;EEEE;SPD;FFFF;2005;ZZZZ;NW;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bittscheidt;BBBB;Dr. Dorothee;CCCC;1943;DDDD;4;EEEE;SPD;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;SPD;II11;;;2005;FINEFINE
AAAA;Bix;BBBB;Jochen;CCCC;1968;DDDD;6;EEEE;APPD;FFFF;2005;ZZZZ;BE;GGGG;2005;HHHH;APPD;IIII;77;JJJJ;2005;FINEFINE
AAAA;Blömeke;BBBB;Christiane;CCCC;1960;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;23;JJJJ;2005;FINEFINE
AAAA;Blaßkiewitz;BBBB;Helmuth;CCCC;1947;DDDD;0;EEEE;OHNE PARTEI;FF11;;;;;;;;IIII;155;JJJJ;2005;FINEFINE
AAAA;Blacha;BBBB;Martin;CCCC;1974;DDDD;58;EEEE;CDU;FFFF;2005;ZZZZ;BW;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Blank;BBBB;Kurt-Jürgen;CCCC;1970;DDDD;0;EEEE;NPD;FF11;;;;;;;;IIII;258;JJJJ;2005;FINEFINE
AAAA;Blank;BBBB;Renate;CCCC;1941;DDDD;12;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;IIII;246;JJJJ;2005;FINEFINE
AAAA;Blank;BBBB;Siegfried;CCCC;1950;DDDD;50;EEEE;CSU;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;CSU;II11;;;2005;FINEFINE
AAAA;Blanke;BBBB;Ferdinand;CCCC;1955;DDDD;0;EEEE;GRÜNE;FF11;;;;;;;;IIII;129;JJJJ;2005;FINEFINE
AAAA;Blattner;BBBB;Cornelia;CCCC;1964;DDDD;22;EEEE;CDU;FFFF;2005;ZZZZ;SN;GGGG;2005;HHHH;CDU;II11;;;2005;FINEFINE
AAAA;Blatzheim-Roegler;BBBB;Jutta;CCCC;1957;DDDD;5;EEEE;GRÜNE;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;GRÜNE;IIII;202;JJJJ;2005;FINEFINE
AAAA;Blaum;BBBB;Dr. Ursula;CCCC;1946;DDDD;24;EEEE;FDP;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;FDP;II11;;;2005;FINEFINE
AAAA;Bleichert;BBBB;Carl Otto;CCCC;1954;DDDD;18;EEEE;DIE LINKE;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Bleser;BBBB;Peter;CCCC;1952;DDDD;4;EEEE;CDU;FFFF;2005;ZZZZ;RP;GGGG;2005;HHHH;CDU;IIII;202;JJJJ;2005;FINEFINE
AAAA;Blome;BBBB;Frank;CCCC;1973;DDDD;8;EEEE;NPD;FFFF;2005;ZZZZ;NI;GGGG;2005;HHHH;NPD;IIII;47;JJJJ;2005;FINEFINE
AAAA;Bluhm;BBBB;Heidrun;CCCC;1958;DDDD;3;EEEE;DIE LINKE;FFFF;2005;ZZZZ;MV;GGGG;2005;HHHH;DIE LINKE;II11;;;2005;FINEFINE
AAAA;Blum;BBBB;Claudia;CCCC;1968;DDDD;16;EEEE;SPD;FFFF;2005;ZZZZ;HE;GGGG;2005;HHHH;SPD;IIII;176;JJJJ;2005;FINEFINE
AAAA;Blumör;BBBB;Kurt;CCCC;1953;DDDD;7;EEEE;BüSo;FFFF;2005;ZZZZ;BY;GGGG;2005;HHHH;BüSo;IIII;243;JJJJ;2005;FINEFINE
AAAA;Blumenstiel;BBBB;Rudi;CCCC;1954;DDDD;0;EEEE;PBC;FF11;;;;;;;;IIII;210;JJJJ;2005;FINEFINE
AAAA;Blumenthal;BBBB;Antje;CCCC;1947;DDDD;3;EEEE;CDU;FFFF;2005;ZZZZ;HH;GGGG;2005;HHHH;CDU;IIII;19;JJJJ;2005;FINEFINE
AAAA;Blumenthal;BBBB;Sebastian;CCCC;1974;DDDD;3;EEEE;FDP;FFFF;2005;ZZZZ;SH;GGGG;2005;HHHH;FDP;IIII;5;JJJJ;2005;FINEFINE
AAAA;Blumentritt;BBBB;Volker;CCCC;1946;DDDD;7;EEEE;SPD;FFFF;2005;ZZZZ;TH;GGGG;2005;HHHH;SPD;IIII;195;JJJJ;2005;FINEFINE
